# pulsewidth	time	voltage
4e-05	-0.0001578104372	0.5205496354
4e-05	-0.0001577704372	0.518836526
4e-05	-0.0001577304372	0.519622356
4e-05	-0.0001576904372	0.527952154
4e-05	-0.0001576504372	0.5122512706
4e-05	-0.0001576104372	0.536281952
4e-05	-0.0001575704372	0.52732349
4e-05	-0.0001575304372	0.5129270844
4e-05	-0.0001574904372	0.5242430364
4e-05	-0.0001574504372	0.5173591656
4e-05	-0.0001574104372	0.5206596516
4e-05	-0.0001573704372	0.5206596516
4e-05	-0.0001573304372	0.5260032956
4e-05	-0.0001572904372	0.5263176276
4e-05	-0.0001572504372	0.5341287778
4e-05	-0.0001572104372	0.527166324
4e-05	-0.0001571704372	0.5165419024
4e-05	-0.0001571304372	0.522215595
4e-05	-0.0001570904372	0.5277478382
4e-05	-0.0001570504372	0.5256103806
4e-05	-0.0001570104372	0.5297752796
4e-05	-0.0001569704372	0.5134300156
4e-05	-0.0001569304372	0.5154103072
4e-05	-0.0001568904372	0.5256418138
4e-05	-0.0001568504372	0.5243216194
4e-05	-0.0001568104372	0.5259247126
4e-05	-0.0001567704372	0.5292251986
4e-05	-0.0001567304372	0.5251388826
4e-05	-0.0001566904372	0.5194966232
4e-05	-0.0001566504372	0.5232686072
4e-05	-0.0001566104372	0.5248717004
4e-05	-0.0001565704372	0.5119526552
4e-05	-0.0001565304372	0.519543773
4e-05	-0.0001564904372	0.5135871816
4e-05	-0.0001564504372	0.5138229306
4e-05	-0.0001564104372	0.5211782994
4e-05	-0.0001563704372	0.5213668986
4e-05	-0.0001563304372	0.5106953272
4e-05	-0.0001562904372	0.5256418138
4e-05	-0.0001562504372	0.52653766
4e-05	-0.0001562104372	0.5255317976
4e-05	-0.0001561704372	0.5249031336
4e-05	-0.0001561304372	0.5122198374
4e-05	-0.0001560904372	0.5119526552
4e-05	-0.0001560504372	0.5206282184
4e-05	-0.0001560104372	0.5291466156
4e-05	-0.0001559704372	0.510113813
4e-05	-0.0001559304372	0.514671627
4e-05	-0.0001558904372	0.5274335062
4e-05	-0.0001558504372	0.5130685338
4e-05	-0.0001558104372	0.5159603882
4e-05	-0.0001557704372	0.5207853844
4e-05	-0.0001557304372	0.5333586644
4e-05	-0.0001556904372	0.5258775628
4e-05	-0.0001556504372	0.5224984938
4e-05	-0.0001556104372	0.5289580164
4e-05	-0.0001555704372	0.5195752062
4e-05	-0.0001555304372	0.509956647
4e-05	-0.0001554904372	0.526773409
4e-05	-0.0001554504372	0.5284865184
4e-05	-0.0001554104372	0.5238186882
4e-05	-0.0001553704372	0.5178620968
4e-05	-0.0001553304372	0.52732349
4e-05	-0.0001552904372	0.5287694172
4e-05	-0.0001552504372	0.5130056674
4e-05	-0.0001552104372	0.522451344
4e-05	-0.0001551704372	0.5224199108
4e-05	-0.0001551304372	0.5249031336
4e-05	-0.0001550904372	0.527873571
4e-05	-0.0001550504372	0.523787255
4e-05	-0.0001550104372	0.52260851
4e-05	-0.0001549704372	0.5137443476
4e-05	-0.0001549304372	0.5289265832
4e-05	-0.0001548904372	0.5122984204
4e-05	-0.0001548504372	0.5119526552
4e-05	-0.0001548104372	0.5285336682
4e-05	-0.0001547704372	0.5188050928
4e-05	-0.0001547304372	0.5169662506
4e-05	-0.0001546904372	0.5238972712
4e-05	-0.0001546504372	0.5126441856
4e-05	-0.0001546104372	0.5161489874
4e-05	-0.0001545704372	0.51003523
4e-05	-0.0001545304372	0.514514461
4e-05	-0.0001544904372	0.5254532146
4e-05	-0.0001544504372	0.514121546
4e-05	-0.0001544104372	0.5135085986
4e-05	-0.0001543704372	0.5256418138
4e-05	-0.0001543304372	0.528030737
4e-05	-0.0001542904372	0.5136971978
4e-05	-0.0001542504372	0.5117954892
